Sr No.,Utterance,Speaker,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
8080,Mm-Hm,Ross,neutral,812,15,5,19,"0:22:02,867","0:22:04,037"
8095,"Okay, here we go.",Chandler,neutral,814,3,7,14,"00:18:34,196","00:18:36,697"
8100,"Well, I’m not gonna talk because",Carl,neutral,815,3,6,17,"00:16:39,540","00:16:43,292"
8103,"I-I am so sorry, I’ll go.",Janice,negative,816,2,7,7,"00:20:52,084","00:20:57,421"
8120,Okay.,Chandler,neutral,817,13,5,23,"00:20:52,793","00:20:53,834"
8129,"Well, you do realise the odds of that happening are a little slimmer if they never get to meet the guy..",Paula,neutral,818,7,1,3,"00:07:25,862","00:07:31,616"
8137,"No I’m serious, we should tell each other",Chandler,neutral,819,7,7,4,"00:06:11,621","00:06:15,749"
8147,That’s it?! I gave up my,Chandler,positive,819,17,7,4,"00:07:02,672","00:07:05,757"
8154,"Nothing, I’m just practicing blowing you off because I’m gonna be a big movie star!",Joey,positive,820,3,7,19,"00:00:13,972","00:00:16,724"
8163,But then this guy’s right after him.,Joey,neutral,820,12,7,19,"00:00:42,083","00:00:44,209"
8165,They loved me!,Joey,positive,820,14,7,19,"00:00:54,804","00:00:55,888"
8216,She’s not crazy is she?,Joey,negative,825,0,6,15,"0:08:03,065","0:08:04,233"
8225,So then you know?,Monica,positive,827,1,3,16,"00:04:53,918","00:04:54,960"
8238,Hello! Organic substances recently discovered in the depths of the rain forest!,Monica,positive,827,14,3,16,"00:05:30,455","00:05:33,874"
8240,"Comin' through. Move, move.",Woman,negative,828,0,1,5,"00:10:37,720","00:10:40,055"
8247,What's goin' on?,Ross,neutral,828,7,1,5,"00:11:12,171","00:11:13,630"
8251,So?,Ross,neutral,828,11,1,5,"0:11:20,888","0:11:21,868"
8253,"No suds? Excuse me, hold on a second.  That's my friend's machine.",Ross,negative,828,13,1,5,"00:11:23,808","00:11:29,979"
8262,Varrrrrrrrrrom!,Chandler,positive,830,3,3,7,"00:22:14,249","00:22:15,583"
8269,I mean.,Rachel,neutral,831,2,3,15,"0:12:15,609","0:12:15,921"
8275,Hey!,Ross,negative,832,0,4,10,"00:00:02,794","00:00:04,586"
8276,"I’m sorry I’m late, did I miss anything?",Ross,neutral,832,1,4,10,"00:00:04,963","00:00:06,755"
8278,15?  Your personal best! (Ross takes an,Ross,positive,832,3,4,10,"00:00:12,262","00:00:16,015"
8281,"Oh, yeah! How did you meet her?",Chandler,positive,832,6,4,10,"0:00:24,733","0:00:26,155"
8285,She was totally at my mercy.,Ross,positive,832,10,4,10,"00:00:36,786","00:00:40,748"
8296,It’s not even a song!,Monica,negative,833,5,7,15,"00:07:55,475","00:07:57,392"
8299,"So do you think that these pictures—Are, are they trying to tell a story?",Monica,neutral,834,1,6,12,"00:03:47,602","00:03:50,979"
8305,"You see, now, I would date this girl.",Rachel,neutral,834,7,6,12,"00:04:20,385","00:04:23,512"
8313,I don’t know.  Me neither.,Phoebe,neutral,834,15,6,12,"00:04:43,283","00:04:47,286"
8321,I am strong! I’ll show you!,Chandler,negative,835,7,8,6,"00:21:26,201","00:21:29,120"
8324,Let’s go big bunny!,Monica,negative,835,10,8,6,"00:21:34,001","00:21:35,584"
8344,You’re making one right now!,Phoebe,negative,839,1,6,14,"00:16:33,033","00:16:34,784"
8355,And shame on you!,Phoebe,negative,839,12,6,14,"0:17:03,999","0:17:05,495"
8356,And shame on all of you!,Phoebe,negative,839,13,6,14,"0:17:05,607","0:17:07,026"
8360,Hi Pheebs!,Rachel,positive,840,1,1,12,"0:12:49,281","0:12:50,565"
8370,"Oh, I don't make them a lot because I don't think it's fair to the other cookies",Phoebe,neutral,840,11,1,12,"00:13:51,497","00:13:55,416"
8382,"Chandler, please don’t think I was trying to pressure you. Phoebe and Rachel",Monica,negative,841,7,6,22,"00:20:18,926","00:20:24,055"
8392,"Hey, did she buy it?",Phoebe,neutral,841,17,6,22,"0:21:10,185","0:21:11,787"
8394,So did Heldi show you the place?,Phoebe,neutral,841,19,6,22,"0:21:13,605","0:21:15,107"
8412,Joe.,Rachel,neutral,842,7,7,15,"0:06:37,230","0:06:40,612"
8438,"Thank you, Dr. Phillips, but I’m having my lunch at this table, here in the middle.",Ross,neutral,844,1,4,11,"00:16:36,078","00:16:43,835"
8442,"Now, I look around this cafeteria, and y’know what I see, I see-I see division.",Ross,negative,844,5,4,11,"00:17:18,787","00:17:22,999"
8448,"I’m Ted, and I just moved here a month ago, and New York really scares me.",Another Tour Guide,negative,844,11,4,11,"00:18:04,458","00:18:09,587"
8463,"And remember, there is no ‘I’ in team.",Doug,neutral,845,4,3,24,"00:04:08,957","00:04:14,211"
8477,"No, no, ok, you hang up.",Ross,positive,847,1,2,1,"00:08:57,161","00:08:59,246"
8491,"Wha... you're uh, you're, you're over me?",Ross,negative,848,7,4,21,"00:15:41,899","00:15:45,443"
8492,"Ohh, ohh.",Rachel,negative,848,8,4,21,"00:15:47,321","00:15:50,323"
8500,"Oh yeah, yeah! He's done tons of commercials. I've seen him in like Sugar Smacks,",Joey,positive,849,4,5,18,"00:04:04,452","00:04:10,540"
8511,"Well, you’re not gonna believe this, but if you have seven minutes",Chandler,neutral,850,3,7,12,"00:21:34,376","00:21:38,546"
8512,Really?!,Monica,positive,850,4,7,12,"00:21:39,256","00:21:40,840"
8513,Do you wanna?,Chandler,neutral,850,5,7,12,"00:21:41,341","00:21:42,758"
8514,Okay! You get the vacuum cleaner and I’ll get the furniture polish!,Monica,positive,850,6,7,12,"00:21:42,968","00:21:46,429"
8527,Hey listen.. let me give you a little tip.,Joey,neutral,851,12,7,17,"00:05:55,480","00:05:57,314"
8563,But what?! You figured you’d get what you wanted and then dump her like you dumped Rachel!,Dr. Green,negative,854,2,8,8,"00:13:24,428","00:13:27,222"
8574,That thing was a hazard!  I’m very safety conscious.,Joey,negative,855,7,6,3,"00:11:45,996","00:11:50,250"
8583,Right here.,Ross,neutral,857,3,5,1,"00:12:02,304","00:12:03,972"
8594,"Oh-okay, I get the game now.",Phoebe,neutral,858,2,4,13,"00:04:19,467","00:04:21,260"
8598,The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,Joey,neutral,858,6,4,13,"00:04:33,481","00:04:41,280"
8603,"Look, you guys have been to every play I’ve ever been in, have I ever had chemistry on stage?",Joey,neutral,858,11,4,13,"00:04:51,165","00:04:54,751"
8606,"Ursula!  Wait! Err-err, it’s me! Phoebe!",Phoebe,positive,859,0,8,6,"00:02:00,870","00:02:05,582"
8612,"Umm look, you’re coming on a little strong.",Phoebe,negative,860,2,8,17,"00:13:23,385","00:13:26,179"
8638,The fuzzy little mints at the bottom of her purse.,Monica,neutral,861,12,1,8,"00:04:42,991","00:04:45,158"
8639,Oh!,Ross,positive,861,13,1,8,"00:04:45,326","00:04:46,827"
8644,"Not just restaurants, from our house.",Mr. Geller,neutral,861,18,1,8,"00:04:57,755","00:05:00,799"
8668,"Okay, you’re fine.",Monica,neutral,865,6,7,11,"00:12:32,752","00:12:34,127"
8676,"Really, it’s fine, whatever you want.",Ross,neutral,866,6,4,23,"00:19:56,195","00:19:59,447"
8680,Ohh. And I don’t even have a date.,Monica,negative,866,10,4,23,"00:20:10,876","00:20:14,962"
8694,Why?! How?! How is he a genius?,Ross,negative,869,1,3,12,"0:12:33,169","0:12:37,048"
8735,Nothing! It's an expression.,Mrs. Geller,neutral,872,4,1,2,"0:09:50,798","0:09:52,530"
8752,"Y'know, Joey, I think it's time to give up the bag.",Monica,negative,874,4,5,13,"00:21:19,069","00:21:20,820"
8776,Are you kidding me?! Joey. Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey! Joey!!,Chandler,negative,876,0,4,20,"00:00:11,803","00:00:21,645"
8778,"Oh. Oh, did-did-did I wake you?",Chandler,negative,876,2,4,20,"00:00:42,959","00:00:45,044"
8788,Do you have a minute?,Tag,neutral,879,0,7,4,"0:20:51,959","0:20:52,761"
8796,I don’t think I should say.,Tag,neutral,883,0,7,4,"00:21:20,195","00:21:23,698"
8798,Okay.,Tag,neutral,883,2,7,4,"0:21:31,915","0:21:32,625"
8812,Yeah-yeah. And the craziest thing is that I just ate a whole pizza by myself!,Joey,negative,884,8,4,7,"00:02:08,336","00:02:12,297"
8817,"Look, Joey, Kathy is clearly not fulfilling your emotional needs.",Chandler,negative,884,13,4,7,"00:02:32,694","00:02:37,698"
8826,One!  No ten! You said ten! You can’t take that back!,Joey,negative,885,4,7,5,"00:14:54,018","00:14:56,728"
8828,Hi!,Chandler,positive,886,1,4,17,"0:13:18,395","0:13:19,134"
8857,"Oh, no!",Ross,positive,887,7,6,17,"0:19:45,559","0:19:46,651"
8866,I don’t care! I am not quitting! I insist on finishing this game!,Ross,negative,888,2,4,15,"00:16:20,145","00:16:26,567"
8873,One swift kick and he’ll back off.,Emily,neutral,888,9,4,15,"00:16:42,584","00:16:44,669"
8883,The Red Ross! Okay.,Joey,positive,888,19,4,15,"00:17:13,991","00:17:17,326"
8896,Oh!  She’s growing inside you.,Chandler,neutral,891,1,8,16,"00:02:24,811","00:02:27,354"
8898,Oh!,Chandler,negative,891,3,8,16,"0:02:28,276","0:02:28,653"
8904,I thought you already have a job.,Joey,neutral,892,2,8,21,"0:03:53,984","0:03:55,152"
8921,We’re never gonna find anybody.,Monica,negative,893,2,7,16,"0:05:02,969","0:05:04,513"
8922,Well then let me do it!,Joey,positive,893,3,7,16,"0:05:04,513","0:05:05,627"
8934,"Yeah and the most important thing is that it won’t be some like, stranger up there who barely knows you.",Joey,positive,893,12,7,16,"00:05:19,736","00:05:25,574"
8936,And I swear I’ll do a really good job.,Joey,positive,893,14,7,16,"0:05:26,714","0:05:29,434"
8937,"Plus, y’know I love you guys and-and it would really mean a lot to me.",Joey,positive,893,15,7,16,"00:05:29,579","00:05:33,040"
8939,It might be kinda cool.,Monica,positive,893,16,7,16,"00:05:35,126","00:05:36,376"
8943,Of course I do! And I’m gonna give it back to you as soon as they’re done with it at the key shining place.,Phoebe,neutral,895,1,8,3,"00:07:37,165","00:07:46,798"
8944,What the hell is that?,Joey,negative,895,2,8,3,"00:07:47,091","00:07:49,676"
8961,"Oh, but it’s made her so happy.",Monica,negative,897,0,4,2,"00:11:21,055","00:11:25,058"
8994,Oy!,Mischa,neutral,900,15,3,15,"00:05:06,597","00:05:08,098"
9024,Speech! Speech! Let’s hear from the birthday girl! Huh?,Phoebe,positive,902,9,7,14,"00:14:49,722","00:14:53,516"
9071,I won't!  Until I have my next cigarette.,The Smoking Woman,negative,907,4,5,16,"00:06:45,947","00:06:48,865"
9086,What? Is it the comet?,Ross,neutral,908,5,7,12,"0:02:34,925","0:02:35,632"
9091,Right-right up here.,Joey,neutral,908,10,7,12,"00:03:01,890","00:03:03,765"
9097,Oh no! No! No!,Joey,negative,908,16,7,12,"00:03:42,680","00:03:44,139"
9102,Uh-huh.,Phoebe,neutral,909,4,8,10,"0:15:36,571","0:15:37,043"
9108,Hi.. how was the game?,Monica,neutral,910,0,1,3,"00:10:57,198","00:10:58,365"
9115,"I mean, it-it was like, it was like he made us into a team.",Rachel,positive,910,7,1,3,"00:11:22,056","00:11:25,475"
9140,"Well, you suck! But at least you suck at a man's game now.",Joey,negative,913,3,5,10,"00:08:32,470","00:08:35,805"
9145,"All right! But uh, listen, what do you say we crank it up a notch?",Joey,positive,913,8,5,10,"00:08:47,985","00:08:54,991"
9155,I'm sure they'll be here soon.,Monica,neutral,915,0,1,23,"0:15:39,229","0:15:40,751"
9167,"Aw, we-we are so… So umm, well I-I-I like you and I-I love umm, y’know hanging out with you.",Ross,positive,916,2,8,11,"00:12:15,818","00:12:29,998"
9182,No?,Chandler,negative,917,3,8,16,"0:15:20,044","0:15:20,670"
9198,Damn! I thought that was going to be romantic as hell!,Ross,negative,919,0,4,19,"00:16:53,929","00:16:56,931"
9201,Wow! That was good. That was... Tweezers?,Joey,negative,920,1,3,7,"00:16:57,891","00:17:02,812"
9203,Whoa. That was really good.,Joey,positive,920,3,3,7,"00:17:08,235","00:17:10,945"
9206,You-you…you had sex with Ursula?!,Phoebe,negative,921,0,8,7,"00:17:00,436","00:17:04,355"
9207,"Uh, a little bit. She-she-she walked in and I thought she was you and I kissed her and",Eric,negative,921,1,8,7,"00:17:04,523","00:17:07,068"
9228,"I know! And I’m just getting out of a marriage, I mean talk about meant to be!",Janice,negative,923,2,4,15,"00:05:55,730","00:06:01,818"
9236,When?,Janice,negative,923,10,4,15,"0:06:52,703","0:06:55,415"
9244,"No not you, Dr. Drake Remoray. You can ask him questions and see what’s he like. People tell doctors everything.",Phoebe,neutral,924,4,8,23,"00:16:18,632","00:16:26,723"
9267,That’s it.,Monica,neutral,926,9,6,2,"00:03:26,414","00:03:29,666"
9270,All right.,Chandler,neutral,926,12,6,2,"0:03:34,548","0:03:35,774"
9291,"No Mon,",Rachel,neutral,929,4,3,9,"00:00:19,436","00:00:24,648"
9302,And?,Joey,neutral,930,8,7,6,"0:02:37,510","0:02:39,472"
9322,What about all the guys that you've got the phone numbers from?    Why don't you just kiss one of them?,Monica,neutral,932,9,9,20,"00:22:30,796","00:22:37,010"
9349,Yeah?,Joey,neutral,933,19,6,12,"0:10:51,359","0:10:52,255"
9353,"I want to let her know that there was a cancellation and if she’s still interested in having the Bing-Geller wedding at our facility, it is available",The Museum Official,neutral,934,3,6,22,"00:09:43,666","00:09:52,173"
9355,Thank you.,Monica,neutral,935,0,5,23,"0:16:13,347","0:16:15,016"
9357,I can't believe this! This is like the worst night ever!,Monica,negative,935,2,5,23,"00:16:15,683","00:16:19,102"
9358,Y'know Monica you had a minor setback in your relationship with Chandler. Big deal! It's only Chandler.  I am,Phoebe,neutral,935,3,5,23,"00:16:19,311","00:16:29,195"
9364,Y'know what? You're right Phoebe. You're right. Thank you!,Monica,positive,935,9,5,23,"00:16:43,919","00:16:47,338"
9368,Hmm.,Monica,neutral,935,13,5,23,"00:17:16,744","00:17:18,369"
9390,"I do! I do! I do!  I do!  Ugh, like I can really chase you. I’m carrying a litter.",Phoebe,positive,936,21,4,23,"00:21:21,697","00:21:29,036"
9393,Let us begin.,Ross,neutral,937,2,8,12,"00:21:19,528","00:21:20,528"
9395,Here.,Ross,neutral,937,4,8,12,"0:21:29,288","0:21:29,850"
9397,Now as for the hydrosaurs,Ross,neutral,937,6,8,12,"00:21:35,752","00:21:38,713"
9413,Well…did you know he was gonna ask me?,Rachel,positive,939,5,9,1,"00:06:05,865","00:06:07,991"
9423,"Oh uh, hey Pheebs. Uh y’know what? I’ll-I’ll come  back later.",Joey,neutral,939,15,9,1,"00:06:43,111","00:06:48,323"
9426,I guess so.,Rachel,neutral,939,18,9,1,"00:07:05,049","00:07:07,217"
9428,I can’t say that I’m surprised.,Rachel,neutral,939,20,9,1,"00:07:10,138","00:07:11,972"
9447,"Actually I ah, I am a poet.",Julio,neutral,941,9,3,12,"00:06:16,959","00:06:20,212"
9453,"Last stop, Montreal. This stop is Montreal.",The Conductor,neutral,942,0,4,10,"00:19:52,107","00:19:56,944"
9471,"Oh God, I hate my job, I hate it, I hate my job, I hate it.",Rachel,negative,945,0,3,11,"00:04:38,319","00:04:40,737"
9478,"I’m sorry, I wa, I wa, I was just ah....",Guy,negative,945,7,3,11,"00:05:19,902","00:05:22,779"
9495,We should do something. Whistle.,Phoebe,positive,946,8,1,11,"0:00:27,318","0:00:28,870"
9520,"And there's a country called Argentinaaaa,    it's a place I've never seeeeen.",Phoebe,neutral,948,0,9,19,"00:06:21,006","00:06:26,720"
9522,Human spleeeen.,Phoebe,neutral,948,2,9,19,"00:06:33,352","00:06:37,231"
9543,"I know we're not, but  Frank Medeio and...  Eva Trorro... womba...",Joey,neutral,949,7,9,23,"00:18:25,062","00:18:29,315"
9547,In that case should I make sure it's on real good?,Joey,neutral,949,11,9,23,"00:18:43,997","00:18:47,667"
9563,I'm gonna go kiss Ben goodnight.,Ross,positive,950,13,5,11,"00:19:00,556","00:19:02,723"
9566,"Okay, now that everything's wrapped up here, I think I'm, I'm gonna go do my laundry.",Monica,neutral,950,16,5,11,"00:19:18,282","00:19:21,659"
9577,Hey Mikey,Phoebe,neutral,953,0,9,12,"00:08:13,618","00:08:16,036"
9578,Hey P,Mike,neutral,953,1,9,12,"00:08:13,618","00:08:16,218"
9601,"Joey, Ross is gonna be here any second, would you mind watching Ben for me while I use the ladies' room?",Carol,neutral,954,1,5,18,"00:15:45,069","00:15:49,155"
9615,What?! Why?!,Danny,negative,956,2,5,10,"00:17:46,190","00:17:47,857"
9621,Are you close with them?,Danny,neutral,956,7,5,10,"0:18:11,465","0:18:12,857"
9623,"Okay, listen, I really like you.",Danny,neutral,956,9,5,10,"0:18:18,055","0:18:19,367"
9631,It’s over.,Ross,negative,957,0,4,1,"00:05:23,906","00:05:24,906"
9637,I wrote you a letter.,Rachel,neutral,959,3,4,1,"00:05:53,102","00:05:54,644"
9707,Oh not again!,Rachel,negative,964,9,5,5,"0:07:01,422","0:07:01,680"
9708,This-this happened when my grandfather died.,Rachel,negative,964,10,5,5,"00:07:01,796","00:07:03,755"
9710,Sorry.,Rachel,negative,964,12,5,5,"0:07:04,925","0:07:05,972"
9720,"So ah, Monica ready yet?",Chip,neutral,965,4,4,2,"00:13:13,042","00:13:14,584"
9740,Whoa-hey-oh! Sorry!,Joey,negative,967,9,8,14,"00:03:37,760","00:03:39,720"
9783,"All right, I'll try not to.",Monica,neutral,973,9,3,1,"00:13:05,534","00:13:06,618"
9811,"Rachel, it's not that your friend is bad, it's that she's so bad, she makes me want to put my finger through my eye into my brain and swirl it around.",Terry,negative,976,9,2,6,"00:05:23,448","00:05:36,626"
9821,I'm not jealous.,Rachel,negative,977,6,3,12,"0:21:18,777","0:21:21,089"
9823,"And y'know, and um, I...",Rachel,neutral,977,8,3,12,"0:21:31,790","0:21:34,522"
9848,Hey.,Chandler,neutral,981,0,6,14,"00:19:21,785","00:19:23,077"
9880,"Estelle, you gotta get me some work. I-I lost my health insurance.",Joey,negative,985,0,6,4,"00:09:19,892","00:09:24,145"
9886,All that time Monica spent on the phone with sad Linda from camp!,Phoebe,positive,986,1,5,14,"00:03:10,815","00:03:13,901"
9896,Phoebe just found out about Monica and Chandler.,Rachel,neutral,986,9,5,14,"00:03:28,625","00:03:30,792"
9898,"No. Joey, she",Rachel,neutral,986,11,5,14,"00:03:34,464","00:03:37,299"
9903,Then all the lying and the secrets would finally be over!,Joey,positive,986,16,5,14,"00:03:56,861","00:03:59,821"
9926,Just trying to get comfortable. I can't sleep in my underwear.,Joey,neutral,990,1,1,13,"00:13:07,620","00:13:13,249"
9927,"Well, you're gonna.",Chandler,neutral,990,2,1,13,"00:13:10,372","00:13:13,249"
9930,"Y'know what I mean, about how I'm always going out with all these women.",Joey,neutral,990,5,1,13,"00:13:31,769","00:13:34,771"
9938,You decided to go into the out-of-work actor business.,Chandler,neutral,990,13,1,13,"00:13:52,873","00:13:55,250"
9952,Oh! Something smells good over at Monica’s station!  Oh my God! This is absolutely amazing! You’ve never made this before?,The Cooking Teacher,positive,991,7,8,21,"00:13:19,216","00:13:29,059"
9954,I don’t know anything about cooking.,Monica,neutral,991,9,8,21,"0:13:29,977","0:13:31,625"
9955,"I had to ask someone what it’s called when the, when the water makes those little bubbles.",Monica,neutral,991,10,8,21,"00:13:33,146","00:13:37,484"
9962,How's it going?,Monica,neutral,992,2,1,13,"00:15:54,244","00:15:56,621"
9970,"We're sorry, Pheebs, we're sorry.",Ross,negative,992,10,1,13,"00:16:19,103","00:16:20,478"
9972,Okay.,Phoebe,neutral,992,12,1,13,"0:16:21,147","0:16:22,050"
9982,Yes that would have made more sense.,Chandler,negative,994,2,5,5,"00:15:13,662","00:15:15,997"
9983,"Y'know, I-I don't even feel like I know you anymore man!",Joey,negative,994,3,5,5,"00:15:17,082","00:15:20,043"
9984,"All right, look, I'm just gonna ask you this one time.",Joey,neutral,994,4,5,5,"00:15:20,961","00:15:24,839"
9989,"Hey, if they have a ball maybe you can stick razor blades in it and teach them a new game, Gonna Need Stitches Ball.",Ross,neutral,995,1,5,10,"00:18:51,213","00:18:57,718"
9997,I can’t ask people to do that? Would you ask people to do that?,Ross,negative,996,7,4,23,"00:11:23,182","00:11:26,685"
9998,Don’t you point your pants at me!,Emily,negative,996,8,4,23,"00:11:26,852","00:11:28,436"
10003,So what are you saying? It’s now or never?,Emily,negative,996,13,4,23,"0:11:42,827","0:11:44,709"
10008,It’s you that is backwards.,Emily,negative,996,18,4,23,"0:11:55,685","0:11:55,841"
10011,"Hi, honey.",Monica,neutral,997,0,6,22,"00:12:49,226","00:12:50,727"
10045,"So, what do you think?",Chandler,neutral,1002,0,1,12,"00:14:14,465","00:14:16,354"
10053,Gotcha.,Joey,neutral,1003,1,3,6,"00:12:01,429","00:12:02,595"
10058,"Oh, you bet I am!",Joey,positive,1003,6,3,6,"00:12:26,746","00:12:28,830"
10080,"Oh, so you're saying you'd choose convenience over health?!",Larry,negative,1005,13,5,7,"00:15:30,387","00:15:33,097"
10081,"Okay, stop!",Phoebe,negative,1005,14,5,7,"00:15:33,599","00:15:35,850"
10087,Go!,Phoebe,neutral,1005,19,5,7,"0:15:54,954","0:15:55,766"
10118,This isn't the first boyfriend bonfire that we've seen get out of control.,Fireman No. 3,neutral,1008,6,1,14,"00:16:43,711","00:16:46,838"
10126,What?,Phoebe,neutral,1009,4,1,4,"0:14:07,861","0:14:09,441"
10127,Do you have a plan?,Monica,neutral,1009,5,1,4,"0:14:09,557","0:14:10,829"
10131,"Wait, was this a-a small mediterranean guy with curiously intelligent good looks?",Monica,positive,1009,9,1,4,"00:14:45,009","00:14:49,888"
10136,"Uh, Pheebs? Who's George Snuffalopagus?",Rachel,neutral,1009,14,1,4,"00:15:12,036","00:15:15,330"
10145,What are you crazy?!,Monica,negative,1010,4,3,25,"0:07:12,109","0:07:12,698"
10148,"Aww, thank you.",Monica,positive,1010,7,3,25,"0:07:19,201","0:07:19,751"
10153,It’s beautiful! It’s like the first bathroom floor there ever was.  Whoa! Are you going in there for?,Monica,positive,1011,0,3,5,"00:13:34,438","00:13:44,239"
10159,"Ooh, very official.",Joey,neutral,1011,6,3,5,"0:14:01,721","0:14:03,055"
10166,"Okay, Phoebe, this Dr. Oberman. He has no strong feelings about Fonzie or any of the",Ross,neutral,1012,0,5,3,"00:07:58,060","00:08:07,569"
10169,"Uh-huh, me too. Ross, maybe I should've specified that I'd be needing a grown up doctor.",Phoebe,positive,1012,3,5,3,"00:08:15,578","00:08:21,583"
10174,Huh?,Phoebe,negative,1012,8,5,3,"0:08:31,144","0:08:32,235"
10178,"Hey, there’s uh, some people outside, askin’ about candy.",Ross,neutral,1013,0,7,9,"00:13:59,588","00:14:03,967"
10184,It’s Petty.  I’ll be right back with your ticket.,Policeman,neutral,1014,2,7,22,"00:20:37,903","00:20:43,574"
10189,Loved your Stevie Wonder last night.,Petrie,positive,1015,2,1,22,"00:19:47,811","00:19:50,271"
10218,"Look, I-I-I am sorry that Rachel dumped you ‘cause she fell in love with that Mark guy, and you are the innocent victim in all of this, but don’t punish your friends for what Rachel did to you.",Carol,neutral,1016,20,3,17,"00:16:06,298","00:16:14,263"
10229,"Okay, I admit it!",Phoebe,negative,1017,9,5,6,"0:13:08,996","0:13:10,623"
10238,I don’t care about your dad! I care about Mona! She was there and now she’s totally freaked out!,Ross,negative,1018,4,8,8,"00:16:47,047","00:16:52,010"
10241,"All right, I promise. I’ll fix this. I swear. I’ll-I’ll-I’ll-I’ll talk to her.",Rachel,negative,1018,7,8,8,"00:16:56,807","00:16:59,809"
10249,"""No we weren’t!""",Phoebe,negative,1018,15,8,8,"0:17:09,332","0:17:09,844"
10260,You need to give him money.,Monica,neutral,1019,8,7,10,"0:04:39,612","0:04:41,031"
10266,"Listen, we're a little bit in a hurry, so, if you can get us a table a little quicker, I'd appreciate it.",Chandler,neutral,1019,14,7,10,"00:05:02,385","00:05:07,306"
10269,I’d better get back to my desk.,Tag,neutral,1020,0,7,9,"00:04:01,241","00:04:04,743"
10271,My what?,Tag,positive,1020,2,7,9,"00:04:09,249","00:04:12,042"
10290,"Where do you think,  Zelda?",Joey,neutral,1022,7,7,2,"00:07:48,050","00:07:49,718"
10303,Oh no thanks. I don’t like,Chandler,neutral,1023,2,7,15,"00:14:40,170","00:14:44,299"
10306,"Oh well, it sounds to me like your family is ready to uh, rediscover its Scottish roots.",Ross,neutral,1023,5,7,15,"00:14:54,351","00:14:59,147"
10323,"Now, I’m gonna say a word and then you say the first thing that comes to mind.",Joey,neutral,1024,7,6,3,"00:21:16,984","00:21:21,070"
10329,"Excellent! Okay umm, doggy.",Joey,positive,1024,13,6,3,"00:21:30,831","00:21:38,838"
10333,"Alright, and if you’re gonna put your feet up, why don’t you sit on the-",Monica,negative,1025,1,6,9,"0:11:52,420","0:11:54,214"
10340,Well you’re whippin’ so slow! Can’t you do it any faster?,Joey,negative,1025,7,6,9,"00:12:12,231","00:12:14,482"
10376,He was planning a party for his girlfriend at the time.,Melissa,neutral,1028,2,7,20,"00:12:41,260","00:12:45,555"
10377,Oh well.,Melissa,neutral,1028,3,7,20,"00:12:45,723","00:12:47,307"
10394,"And then when they do it, they’re left with a big black pencil line right down the center of their face.",Rachel,neutral,1029,12,7,16,"00:04:34,274","00:04:39,611"
10408,"Umm. Well, there’s Rachel, and umm, I think that’s it. How bout you?",Monica,neutral,1032,1,4,2,"00:15:02,943","00:15:08,239"
10411,"Devane, Kelly, and I run into Goldie from time to time.",Chip,neutral,1032,4,4,2,"00:15:10,784","00:15:15,830"
10415,"Ohh, how is he?",Monica,positive,1032,8,4,2,"00:15:29,178","00:15:30,678"
10421,"No. No, I just uh, I just loved the way it feels when everybody thinks I own a Porsche.",Joey,positive,1033,2,6,5,"00:13:25,846","00:13:30,350"
10437,Hey-hey! Stanley! Hey-hey! You're leading man is here! Let's get to work.,Joey,positive,1036,0,5,22,"00:19:14,987","00:19:21,033"
10463,So how was Joan?,Monica,neutral,1038,2,2,3,"00:00:07,173","00:00:08,173"
